Film,Rotten Tomatoes  critics,Metacritic  critics,Average critics ,Rotten Tomatoes Audience ,Metacritic Audience ,Rotten Tomatoes vs Metacritic  deviance,Average audience ,Audience vs Critics deviance ,Primary Genre,Genres,Script Type,Opening weekend ($million),Opening Weekend,Domestic gross ($million),Domestic Gross,Foreign Gross ($million),Foreign Gross,Worldwide Gross,Worldwide Gross ($million), of Gross earned abroad,Budget ($million), Budget recovered, Budget recovered opening weekend,Year,Oscar Winners,Oscar Detail,Link
The Secret Life of Walter Mitty,50,54,52.0,70,74,-4,72,-20,Adventure,"Adventure, Drama, Fantasy, Comedy","adaptation, remake / reboot",12.8,"12,765,508",58.2,"58,236,838",129.9,"129,896,484","188,133,322",188,69.04%,90,209%,14.18%,2013,,,http://www.amazon.com/gp/product/B00ISJT5IS/?tag=titb-20
Tropic Thunder,83,71,77.0,69,73,-4,71,6,action,"action, comedy  ",original screenplay,25.8,"25,810,000",110.5,"110,520,000",77.6,"77,560,000","188,080,000",188,41.24%,90,209%,28.68%,2008,,,http://www.amazon.com/gp/product/B001O6W9QC/?tag=titb-20
Frankenweenie,87,74,80.5,70,73,-3,71.5,9,animation,"animation, comedy, family",remake / reboot,11.4,"11,412,213",35.3,"35,291,068",46.2,"46,200,000","81,491,068",81,56.69%,39,209%,29.26%,2012,,,http://www.amazon.com/gp/product/B00AOOIIVA/?tag=titb-20
Sicario: Day of the Soldado,63,61,62,67,70,-3,68.5,-7,Action,Action,sequel,19.0,"19,007,566",49.9,"49,931,757",23.2,"23,190,049","73,121,806",731,31.71%,35,209%,54.31%,2018,,,https://www.amazon.com/Sicario-Day-Soldado-Josh-Brolin/dp/B07F6QN8BR/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546974790&sr=1-1&keywords=Sicario3A+Day+of+the+Soldado
The Curious Case of Benjamin Button,73,70,71.5,81,71,10,76,-4.5,fantasy,"fantasy, romance",adaptation,26.9,"26,850,000",127.5,"127,510,000",206.4,"206,420,000","333,930,000",334,61.82%,160,209%,16.78%,2008,,,http://www.amazon.com/gp/product/B002C4YYEU/?tag=titb-20
Chappie,31,41,36.0,57,73,-16,65,-29,sci-fi,"sci-fi, action",adaptation,13.3,"13,346,782",31.6,"31,569,268",70.5,"70,500,000","102,069,268",102,69.07%,49,208%,27.24%,2015,,,http://www.amazon.com/gp/product/B00ZRCSJ5E/?tag=titb-20
The Perfect Match,27,41,34.0,46,41,5,43.5,-9.5,romance,"romance, comedy",original screenplay,4.3,"4,294,232",9.7,"9,669,521",0.7,"745,217","10,414,738",10,7.16%,5,208%,85.88%,2016,,,https://www.amazon.com/Perfect-Match-Terrence-Jenkins/dp/B01D0S1VLA/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481218238&sr=1-1&keywords=The+Perfect+Match
My Best Friend's Girl,14,34,24,51,54,-3,52.5,-28.5,comedy,"comedy, romance",original screenplay,8.3,"8,270,000",19.2,"19,220,000",22.4,"22,400,000","41,620,000",42,53.82%,20,208%,41.35%,2008,,,http://www.amazon.com/gp/product/B001S7TZ96/?tag=titb-20
Ghost Rider,28,35,31.5,48,38,10,43,-11.5,action,"action, horror",adaptation,45.4,"45,388,836",115.8,"115,802,596",112.9,"112,935,797","228,738,393",229,49.37%,110,208%,41.26%,2007,,,http://www.amazon.co.uk/Ghost-Rider-Nicolas-Cage/dp/B00GS8023S/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1457385829&sr=1-1&keywords=Ghost+Rider
Coraline ,89,80,84.5,77,80,-3,78.5,6,animation,"animation, fantasy, thriller",adaptation,16.8,"16,800,000",75.3,"75,280,000",49.3,"49,300,000","124,580,000",125,39.57%,60,208%,28.00%,2009,,,http://www.amazon.com/gp/product/B002BWCJOA/?tag=titb-20
Edge of Tomorrow,90,71,80.5,90,84,6,87,-6.5,action,"action, sci-fi",adaptation,28.8,"28,760,246",100.2,"100,206,256",269.0,"269,000,000","369,206,256",369,72.86%,178,207%,16.16%,2014,,,http://www.amazon.com/gp/product/B00KW25MFY/?tag=titb-20
Peppermint,12,29,21,74,63,11,68.5,-48,Action,"Action, Thriller",original screenplay,13.4,"13,423,255",35.4,"35,418,723",16.4,"16,400,000","51,818,723",518,31.65%,25,207%,53.69%,2018,,,https://www.amazon.com/Peppermint-Jennifer-Garner/dp/B07H9L1Q44/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975357&sr=1-1&keywords=Peppermint
This is Where I Leave You,41,44,42.5,60,63,-3,61.5,-19,drama,"drama, comedy",adaptation,11.6,"11,558,149",34.3,"34,296,320",6.7,"6,700,000","40,996,320",41,16.34%,20,207%,58.37%,2014,,,http://www.amazon.com/gp/product/B00OVNQ31W/?tag=titb-20
"Crazy, Stupid, Love",78,68,73.0,81,75,6,78,-5,comedy,"comedy, romance",original screenplay,19.1,"19,100,000",84.4,"84,350,000",58.5,"58,500,000","103,450,084",103,56.55%,50,207%,38.20%,2011,,,http://www.amazon.com/gp/product/B0060V1WJ6/?tag=titb-20
The Golden Compass,42,51,46.5,51,61,-10,56,-9.5,fantasy,fantasy,adaptation,25.8,"25,783,232",70.1,"70,107,728",302.1,"302,127,136","372,234,864",372,81.17%,180,207%,14.32%,2007,Oscar Winner,Best Visual Effects,-
Bolt,89,67,78,76,75,1,75.5,2.5,animation,"animation, adventure, comedy",original screenplay,26.2,"26,200,000",114.1,"114,050,000",195.9,"195,930,000","309,980,000",310,63.21%,150,207%,17.47%,2008,,,http://www.amazon.com/gp/product/B005ZMTAAY/?tag=titb-20
Fighting with My Family,92,68,80,86,74,12,80,0,Biography,"Biography, Drama, Sport, Comedy",based on a true story,0.1,"138,780",22.7,"22,726,193",0.0,0,"22,726,193",23,0.00%,11,207%,1.26%,2019,,,https://www.amazon.co.uk/Fighting-My-Family-Florence-Pugh/dp/B07P5G1581/ref=sr_1_1?keywords=Fighting+with+My+Family&qid=1557074040&s=instant-video&sr=1-1
Lawless,67,58,62.5,75,70,5,72.5,-10,crime,crime ,adaptation,10.0,"10,001,982",37.4,"37,400,127",16.3,"16,276,453","53,676,580",54,30.32%,26,206%,38.47%,2012,,,http://www.amazon.com/gp/product/B00AE2LJVS/?tag=titb-20
Annie (2014),27,33,30.0,62,48,14,55,-25,drama,"drama, comedy, family, musical",adaptation,15.9,"15,861,939",85.9,"85,911,262",47.9,"47,910,554","133,821,816",134,35.80%,65,206%,24.40%,2014,,,http://www.amazon.com/gp/product/B00R7FZ2F4/?tag=titb-20
Her ,94,90,92.0,82,85,-3,83.5,8.5,sci-fi,"Sci-Fi, Drama, Comedy, Romance",original screenplay,0.3,"260,382",25.6,"25,568,251",21.8,"21,783,000","47,351,251",47,46.00%,23,206%,1.13%,2013,Oscar Winner,Best Original Screenplay (Spike Jonze),http://www.amazon.com/Her-Joaquin-Phoenix/dp/B00IA3NGB4/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1456346457&sr=1-1&keywords=her
Justice League,40,45,43,80,69,11,74.5,-32,action,"action, adventure",adaptation,93.8,"93,842,239",214.7,"214,723,646",402.6,"402,600,000","617,323,646",617,65.22%,300,206%,31.28%,2017,,,https://www.amazon.co.uk/Justice-League-Ben-Affleck/dp/B074M867H6/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546977632&sr=1-1&keywords=Justice+League
Changeling,62,63,62.5,84,78,6,81,-18.5,drama,"history, mystery",based on a true story,9.4,"9,400,000",35.7,"35,740,000",77.3,"77,280,000","113,020,000",113,68.38%,55,205%,17.09%,2008,,,http://www.amazon.com/gp/product/B001TCNSOI/?tag=titb-20
The Debt,76,65,70.5,70,66,4,68,2.5,thriller,thriller,remake / reboot,9.9,"9,910,000",31.2,"31,180,000",14.5,"14,460,000","41,090,031",41,35.19%,20,205%,49.55%,2011,,,http://www.amazon.com/gp/product/B006INDMEE/?tag=titb-20
Four Christmases,26,41,33.5,52,46,6,49,-15.5,comedy,"comedy, romance",original screenplay,31.1,"31,070,000",120.2,"120,150,000",43.6,"43,590,000","163,740,000",164,26.62%,80,205%,38.84%,2008,,,http://www.amazon.com/gp/product/B0091X5IWM/?tag=titb-20
Ghosts of Girlfriends Past ,27,34,30.5,47,49,-2,48,-17.5,comedy,"comedy, fantasy, romance",adaptation,15.4,"15,400,000",55.3,"55,250,000",47.0,"46,970,000","102,220,000",102,45.95%,50,204%,30.80%,2009,,,http://www.amazon.com/gp/product/B002LAZEJE/?tag=titb-20
Invictus,75,74,74.5,74,72,2,73,1.5,biography,"biography, history",adaptation,8.6,"8,600,000",37.5,"37,490,000",84.7,"84,740,000","122,230,000",122,69.33%,60,204%,14.33%,2009,,,http://www.amazon.com/gp/product/B003MUOUI8/?tag=titb-20
Doubt,78,68,73,75,78,-3,76.5,-3.5,thriller,mystery ,adaptation,5.3,"5,300,000",33.5,"33,450,000",17.5,"17,460,000","50,910,000",51,34.30%,25,204%,21.20%,2008,,,http://www.amazon.com/gp/product/B006RXPTNM/?tag=titb-20
Wrath of the Titans,25,37,31.0,49,52,-3,50.5,-19.5,action,"action, adventure, fantasy",sequel,33.5,"33,457,188",83.7,"83,670,083",221.6,"221,600,000","305,270,083",305,72.59%,150,204%,22.30%,2012,,,http://www.amazon.com/gp/product/B008EQIA7W/?tag=titb-20
The Belko Experiment,52,44,48,40,51,-11,45.5,3,horror,"horror, thriller",original screenplay,4.1,"4,137,230",10.2,"10,166,820",0.0,0,"10,166,820",10,0.00%,5,203%,82.74%,2017,,,https://www.amazon.co.uk/Belko-Experiment-John-Gallagher-Jr/dp/B074R5NCRX/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546981652&sr=1-1&keywords=The+Belko+Experiment
Rio,71,63,67.0,73,72,1,72.5,-5.5,animation,"animation, adventure, comedy",original screenplay,39.2,"39,230,000",143.6,"143,620,000",341.0,"341,020,000","182,850,144",183,186.50%,90,203%,43.59%,2011,,,http://www.amazon.com/gp/product/B005GIS1WA/
Stuber,42,42,42,79,59,20,69,-27,Comedy,Comedy,original screenplay,8.2,"8,225,384",22.4,"22,370,452",10.0,"10,020,493","32,390,945",32,30.94%,16,202%,51.41%,2019,,,https://www.amazon.co.uk/Stuber-Michael-Dowse/dp/B07V1FLYH8/ref=sr_1_1?keywords=Stuber&qid=1577974307&s=instant-video&sr=1-1
When the Game Stands Tall,18,41,29.5,73,73,0,73,-43.5,drama,"drama, sport",adaptation,8.4,"8,381,509",30.1,"30,127,963",0.0,"10,949","30,127,963",30,0.04%,15,201%,55.88%,2014,,,http://www.amazon.com/gp/product/B00MXU9YIE/?tag=titb-20
Free Birds,18,38,28.0,44,41,3,42.5,-14.5,Adventure,"Adventure, Comedy, Animation, Family",original screenplay,15.8,"15,805,237",55.8,"55,750,480",54.6,"54,636,592","110,387,072",110,49.50%,55,201%,28.74%,2013,,,http://www.amazon.com/gp/product/B00HBCNIMM/?tag=titb-20
Eddie the Eagle,80,54,67.0,83,73,10,78,-11.0,Drama,Drama,based on a true story,6.1,"6,084,682",15.8,"15,789,389",30.4,"30,363,411","46,152,800",46,65.79%,23,201%,26.46%,2016,,,https://www.amazon.com/Eddie-Eagle-Taron-Egerton/dp/B01BXL0HY8/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481218412&sr=1-1&keywords=Eddie+the+Eagle
The Night Before,67,58,62.5,72,62,10,67,-4.5,comedy,comedy,original screenplay,9.9,"9,880,536",42.8,"42,800,601",7.3,"7,334,506","50,135,107",50,14.63%,25,201%,39.52%,2015,,,http://www.amazon.com/gp/product/B018AEY8HI/?tag=titb-20
American Assassin,34,45,40,64,60,4,62,-23,action,"action, adventure",adaptation,14.8,"14,846,778",36.2,"36,249,674",29.9,"29,918,277","66,167,951",66,45.22%,33,201%,44.99%,2017,,,https://www.amazon.co.uk/American-Assassin-Dylan-OBrien/dp/B075K8NXHR/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546977848&sr=1-1&keywords=American+Assassin
Love Happens ,18,33,25.5,40,55,-15,47.5,-22,romance,romance,original screenplay,8.1,"8,050,000",23.0,"22,960,000",13.1,"13,120,000","36,080,000",36,36.36%,18,200%,44.72%,2009,,,http://www.amazon.com/gp/product/B0030B0S7Q/?tag=titb-20
The Darjeeling Limited,67,67,67,78,73,5,75.5,-8.5,comedy,comedy,original screenplay,1.8,"1,761,335",11.9,"11,897,548",23.0,"23,020,660","34,918,208",35,65.93%,18,200%,10.06%,2007,,,http://www.amazon.co.uk/Darjeeling-Limited-Jason-Schwartzman/dp/B00FYH8MHW/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1457386602&sr=1-1&keywords=The+Darjeeling+Limited
Pet Sematary ,59,57,58,43,61,-18,52,6,horror,"Mystery, Thriller, Horror",adaptation,24.5,"24,502,775",24.5,"24,502,775",17.3,"17,300,000","41,802,775",42,41.38%,21,199%,116.68%,2019,,,https://www.amazon.co.uk/Pet-Sematary-Jason-Clarke/dp/B07Q4QRZTF/ref=sr_1_1?keywords=Pet+Sematary&qid=1557073918&s=instant-video&sr=1-1-catcorr
Office Christmas Party,41,42,41.5,46,46,0,46,-4.5,Comedy,Comedy,original screenplay,16.9,"16,890,204",52.6,"52,607,303",36.9,"36,933,408","89,540,711",90,41.25%,45,199%,37.53%,2016,,,https://www.amazon.com/Office-Christmas-Party-Jason-Bateman/dp/B01N5CA7ES/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1483641288&sr=1-1&keywords=office+christmas+party+movie
Water For Elephants,60,52,56.0,72,70,2,71,-15,romance,romance,adaptation,16.8,"16,840,000",58.7,"58,710,000",58.4,"58,390,000","75,550,059",76,77.29%,38,199%,44.32%,2011,,,http://www.amazon.com/gp/product/B006228KPW/?tag=titb-20
Mary Poppins Returns,78,66,72,69,70,-1,69.5,3,Musical,Musical,sequel,23.5,"23,523,121",138.7,"138,729,305",119.1,"119,063,315","257,792,620",258,46.19%,130,198%,18.09%,2018,,,https://www.amazon.com/Mary-Poppins-Returns-Emily-Blunt/dp/B07LCZC7SR/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975556&sr=1-1&keywords=Mary+Poppins+Returns
Never Back Down,23,39,31,37,76,-39,56.5,-25.5,action,"action, sport",original screenplay,8.6,"8,600,000",24.9,"24,850,000",16.8,"16,780,000","41,630,000",42,40.31%,21,198%,40.95%,2008,,,http://www.amazon.com/gp/product/B009HEJWHW/?tag=titb-20
The Legend of Tarzan,35,44,39.5,62,62,0,62,-22.5,Adventure,Adventure,adaptation,38.5,"38,527,856",126.6,"126,643,061",230.1,"230,100,000","356,743,061",357,64.50%,180,198%,21.40%,2016,,,https://www.amazon.com/Legend-Tarzan-Alexander-SkarsgC3A5rd/dp/B01HPA2ZKA/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481219416&sr=1-1&keywords=The+Legend+of+Tarzan
License to Wed,8,25,16.5,53,46,7,49.5,-33,romance,romantic comedy,original screenplay,10.4,"10,422,258",43.8,"43,799,818",25.5,"25,507,406","69,307,224",69,36.80%,35,198%,29.78%,2007,,,http://www.amazon.co.uk/License-Wed-Robin-Williams/dp/B00I7038KY/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1457386198&sr=1-1&keywords=License+to+Wed
Molly's Game,82,71,77,84,74,10,79,-3,Drama,Drama,adaptation,6.9,"6,856,578",28.8,"28,780,744",30.5,"30,503,271","59,284,015",593,51.45%,30,198%,22.86%,2018,,,https://www.amazon.com/Mollys-Game-Jessica-Chastain/dp/B07B4NGGV8/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546975496&sr=1-2&keywords=Molly27s+Game
Jennifer's Body ,42,47,44.5,37,55,-18,46,-1.5,comedy,"comedy, horror",original screenplay,6.9,"6,900,000",16.2,"16,200,000",15.4,"15,350,000","31,550,000",32,48.65%,16,197%,43.13%,2009,,,http://www.amazon.com/gp/product/B005F2BC28/?tag=titb-20
Step Brothers,54,51,52.5,68,71,-3,69.5,-17,comedy,comedy,original screenplay,30.9,"30,940,000",100.5,"100,470,000",27.6,"27,640,000","128,110,000",128,21.58%,65,197%,47.60%,2008,,,http://www.amazon.com/gp/product/B001PS1I84/?tag=titb-20
Delivery Man,39,44,41.5,47,61,-14,54,-12.5,Drama,"Drama, Comedy",original screenplay,7.9,"7,944,977",30.7,"30,664,106",20.5,"20,500,000","51,164,106",51,40.07%,26,197%,30.56%,2013,,,http://www.amazon.com/gp/product/B00I8R4DNC/?tag=titb-20
The Book of Eli        ,48,53,50.5,68,73,-5,70.5,-20,action,"action, adventure, thriller",original screenplay,32.7,"32,700,000",94.8,"94,840,000",62.3,"62,270,000","157,110,000",157,39.63%,80,196%,40.88%,2010,,,http://www.amazon.com/gp/product/B003KRLKHC/?tag=titb-20
Mirror Mirror,49,46,47.5,45,53,-8,49,-1.5,adventure,"adventure, comedy",adaptation,18.1,"18,132,085",64.9,"64,935,167",101.2,"101,235,755","166,170,922",166,60.92%,85,195%,21.33%,2012,,,http://www.amazon.com/gp/product/B0086DBE62/?tag=titb-20
The X-Files: I Want to Believe,32,47,39.5,34,63,-29,48.5,-9,sci-fi,"mystery, sci-fi",sequel,10.1,"10,100,000",21.0,"20,980,000",47.4,"47,390,000","68,370,000",68,69.31%,35,195%,28.86%,2008,,,http://www.amazon.com/gp/product/B001OPFIG6/?tag=titb-20
The Book of Life (2014),82,67,74.5,78,73,5,75.5,-1,adventure,"adventure, fantasy, comedy, romance, animation, family",original screenplay ,17.0,"17,005,218",50.2,"50,151,543",47.3,"47,285,106","97,437,106",97,48.53%,50,195%,34.01%,2014,,,http://www.amazon.com/gp/product/B00OM69HZW/?tag=titb-20
The Babadook,98,86,92.0,74,79,-5,76.5,15.5,horror,horror,original screenplay,0.0,"30,007",1.0,"950,792",3.9,"3,917,000","4,867,792",5,80.47%,3,195%,1.20%,2014,,,http://www.amazon.com/gp/product/B00P596I8Y/?tag=titb-20
Hellboy II: The Golden Army,87,78,82.5,70,73,-3,71.5,11,action,"action, adventure, fantasy",sequel,34.5,"34,500,000",76.0,"75,990,000",84.4,"84,400,000","160,390,000",160,52.62%,83,194%,41.82%,2008,,,http://www.amazon.com/gp/product/B001OFJPIS/?tag=titb-20
The Other Boleyn Girl,41,50,45.5,65,62,3,63.5,-18,biography,"biography, history",adaptation,8.2,"8,200,000",26.8,"26,810,000",50.9,"50,900,000","77,710,000",78,65.50%,40,194%,20.50%,2008,,,http://www.amazon.com/gp/product/B001D7TW8U/?tag=titb-20
Dragonball Evolution ,15,45,30.0,28,33,-5,30.5,-0.5,action,"action, adventure, fantasy",adaptation,4.8,"4,800,000",9.4,"9,360,000",48.1,"48,130,000","58,230,000",58,82.65%,30,194%,16.00%,2009,,,http://www.amazon.com/gp/product/B002C4P7J6/?tag=titb-20
Pacific Rim: Uprising,43,44,44,42,50,-8,46,-3,Action,Action,sequel,28.1,"28,116,535",59.2,"59,185,715",231.3,"231,276,977","290,462,692",290,79.62%,150,194%,18.74%,2018,,,https://www.amazon.com/Pacific-Rim-Uprising-John-Boyega/dp/B07BKRHVYK/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546975396&sr=1-2&keywords=Pacific+Rim3A+Uprising
Tyler Perry's Boo 2! A Madea Halloween,6,17,12,42,21,21,31.5,-20,comedy,comedy,sequel,21.2,"21,226,953",47.3,"47,313,711",1.0,"1,012,798","48,326,509",48,2.10%,25,193%,84.91%,2017,,,https://www.amazon.co.uk/Tyler-Perrys-Boo-Madea-Halloween/dp/B078RTJJ9J/ref=sr_1_fkmr0_1?s=instant-video&ie=UTF8&qid=1546978498&sr=8-1-fkmr0&keywords=tyler+perry27s+book+221+a+madea+halloween
Wall Street: Money Never Sleeps,54,59,56.5,43,58,-15,50.5,6,drama,drama,sequel,19.0,"19,000,000",52.5,"52,470,000",82.3,"82,270,000","134,740,000",135,61.06%,70,192%,27.14%,2010,,,http://www.amazon.com/gp/product/B004GWZPOE/?tag=titb-20
The Incredible Hulk,67,61,64.0,75,75,0,75,-11,action,"action, sci-fi, thriller",adaptation,55.1,"55,140,000",134.8,"134,810,000",128.6,"128,620,000","263,430,000",263,48.83%,138,192%,40.10%,2008,,,http://www.amazon.com/gp/product/B001IAME78/?tag=titb-20
12 Strong,53,54,54,64,63,1,63.5,-10,Drama,Drama,adaptation,15.8,"15,815,025",45.5,"45,500,164",21.5,"21,533,253","67,033,417",670,32.12%,35,192%,45.19%,2018,,,https://www.amazon.com/12-Strong-Michael-Shannon/dp/B0791T5DTV/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546964021&sr=1-2&keywords=12+Strong
Step Up All In,43,45,44.0,57,49,8,53,-9,romance,"music, romance, drama",sequel,6.5,"6,469,857",14.9,"14,904,384",71.3,"71,261,262","86,165,646",86,82.70%,45,191%,14.38%,2014,,,http://www.amazon.com/gp/product/B00O96JHQE/?tag=titb-20
Exodus: Gods and Kings,27,52,39.5,37,46,-9,41.5,-2,action,"action, adventure, drama",adaptation,24.1,"24,115,934",65.0,"65,014,513",203.0,"203,017,315","268,031,828",268,75.74%,140,191%,17.23%,2014,,,http://www.amazon.com/gp/product/B00QWUJMV0/?tag=titb-20
Bee Movie,52,54,53,53,64,-11,58.5,-5.5,animation,animation,original screenplay,38.0,"38,021,044",126.6,"126,631,277",160.5,"160,492,289","287,123,566",287,55.90%,150,191%,25.35%,2007,,,http://www.amazon.co.uk/Bee-Movie-Jerry-Seinfeld/dp/B00FZUFLD6/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1457385654&sr=1-1&keywords=bee+movie
